Course Code,Course Name
  REN449H1,Advanced Seminar in the Renaissance
  REN449Y1,Advanced Seminar in the Renaissance
  REN492H1,Renaissance Studies Independent Study
  REN492Y1,Renaissance Studies Independent Study
  RLG100H1,World Religions
  RLG101H1,Reason and Religion in the Modern Age
  RLG102H1,"Blood, Sex and Drugs"
  RLG103H1,Sports and/as Religion
  RLG104H1,"Conspiracies, Social Media, and the Rise of New Religious Movements"
  RLG106H1,Happiness
  RLG107H1,"""It's the End of the World as We Know It"""
  RLG194H1, Great Confrontations in Ancient Israel
  RLG195H1,Alt-Bible: What Could Have Been
  RLG196H1,Innocence and Ecstasy
  RLG197H1,"Enchantment, Disenchantment, Re-Enchantment"
  RLG198H1,Dystopia: Religion & Gender in Science Fiction
  RLG199H1,Religion for Grown-Ups?
  RLG200H1,The Study of Religion
  RLG201H1,Indigenous Spiritualities and Religions
  RLG202H1,Judaism
  RLG203H1,Christianity
  RLG204H1,Islam
  RLG205H1,Hinduism
  RLG206H1,Buddhism
  RLG208H1,Sikhism
  RLG209H1,Justifying Religious Belief
  RLG211H1,Psychology of Religion
  RLG212H1,"Anthropology, Religion and Culture"
  RLG213H1,Embarrassment of Scriptures
  RLG214H1,Mythologies and Religion
  RLG230H1,"Religion, Law and Society"
  RLG232H1,Religion and Film
  RLG233H1,Religion and Popular Culture
  RLG235H1,"Religion, Gender, and Sexuality"
  RLG236H1,Material Religion
  RLG239H1,Special Topics
  RLG241H1,The Earliest Christians
  RLG260H1,Introduction to Sanskrit I
  RLG261H1,Introduction to Tibetan I
  RLG262H1,Introduction to Tibetan II
  RLG263H1,Introduction to Sanskrit II
  RLG264H1,Introductory Pali I
  RLG265H1,Introductory Pali II
  RLG290Y1,Special Topics
  RLG301H1,Religion on the Couch: Freud and Jung on Religion
  RLG302H1,"Dreams, Visions and the Invisible"
  RLG303H1,Evil and Suffering
  RLG304H1,"Language, Symbols, Self"
  RLG306H1,Anthropology of Christianity
  RLG307H1,Museums and Material Religion
  RLG308H1,"Migration, Religion and City Spaces"
  RLG309H1,Religion and Human Rights
  RLG310H1,Modern Atheism and the Critique of Religion: Hobbes to Kant
  RLG311H1,"Gender, Body and Sexuality in Asian Traditions"
  RLG312H1,"Gender, Body and Sexuality in Islam"
  RLG313H1,"Love, Sex, Family"
  RLG314H1,Pilgrimage as Idea and Practice
  RLG315H1,Rites of Passage
  RLG316H1,"Martyrs, Mystics, and Saints"
  RLG317H1,"Religion, Violence, and Non-Violence"
  RLG318H1,Religion and Nature
  RLG319H1,"Death, Dying and Afterlife"
  RLG320H1,Judaism and Christianity in the Second Century
  RLG322H1,Early Gospels
  RLG323H1,Jesus of Nazareth
  RLG324H1,The Apostle Paul and His Enemies
  RLG325H1,The Uses and Abuses of the Bible
  RLG326H1,Roots of Christianity and Judaism
  RLG328H1,The Politics of Belief in Early Christianity
  RLG329H1,New Atheism and the Study of Religion
  RLG330H1,Visions and Revelation in Ancient Judaism and Christianity
  RLG331H1,Creation Narratives and Epistemologies
  RLG334H1,"Religion, Space and Diaspora"
  RLG336H1,Religion and its Monsters 
  RLG337H1,Witchcraft and Magic in Christian Tradition
  RLG338H1,Religion and Religiosity in Israel/Palestine
  RLG339H1,Religious Ethics: The Jewish Tradition
  RLG340H1,Classical Jewish Theology
  RLG341H1,Dreaming of Zion: Exile and Return in Jewish Thought
  RLG342H1,Judaism in the Early Modern Era
  RLG343H1,Kabbala: A History of Mystical Thought in Judaism
  RLG344H1,Antisemitism
  RLG345H1,Social Ecology and Judaism
  RLG346H1,Time and Place in Judaism
  RLG347H1,Judaism in the Late Modern Era
  RLG348H1,Philosophical Responses to the Holocaust
  RLG349H1,Special Topics in Judaism
  RLG350H1,The Life of Muhammad
  RLG351H1,The Quran: An Introduction
  RLG352H1,Post-Colonial Islam
  RLG353H1,The Politics of Charity
  RLG355H1,Living Islam
  RLG356H1,Islam in China
  RLG358H1,Special Topics in Hinduism
  RLG359H1,Intermediate Sanskrit I
  RLG360H1,Intermediate Sanskrit II
  RLG361H1,Literatures of Hinduism
  RLG362H1,Rama of Ayodhya: From Literature to Politics
  RLG363H1,Bhakti Hinduism
  RLG365H1,Modern Hinduism
  RLG366H1,Hindu Philosophy
  RLG368H1,Hindu Ways of Living
  RLG369H1,The Mahabharata
  RLG370Y1,Intermediate Tibetan
  RLG371H1,Interdependence
  RLG372H1,Engaging Tibet
  RLG373H1,Buddhist Ritual
  RLG374H1,Buddhist Life Stories
  RLG375H1,Biohacking Breath 
  RLG376H1,Touching Earth
  RLG379H1,Religions of the Silk Road
  RLG383H1,Interpretation and Dialogue
  RLG384H1,Pluralism and Toleration
  RLG385H1,Becoming Modern
  RLG386H1,Devotional Literature of Early Modern India
  RLG387H1,Religion and Science
  RLG388H1,Special Topics I
  RLG389H1,Special Topics II
  RLG391H1,Modern Atheism and Critique of Religion: Hegel to Nietzsche
  RLG392H1,The European Enlightenment and Religion
  RLG393H1,Graphic Religion: Myth and the Spiritual in Graphic Novels
  RLG394H1,Religion in the Game of Thrones
  RLG397H1,Readings in Early Sikh Texts
  RLG398H0,Research Excursions
  RLG398Y0,Research Excursions
  RLG399Y1,Research Opportunity Program
  RLG400Y1,Independent Studies Abroad
  RLG401H1,Independent Studies Abroad
  RLG402H1,Independent Studies Abroad
  RLG404H1,Departmental Capstone-Research
  RLG405H1,Departmental Capstone-Practical
  RLG406H1,Constructing Religion
  RLG407H1,"The World of ""World Religion"""
  RLG410Y1,Advanced Topics in Religion
  RLG411H1,Advanced Topics in Religion
  RLG412H1,Advanced Topics in Religion
  RLG414H1,Comparing Religions
  RLG415H1,"Performance, Gender, Religion"
  RLG416H1,Topics in Religion and Gender
  RLG417H1,Radical Evil
  RLG418H1,Advanced Topics in the Philosophical Study of Religion
  RLG419H1,Ghosts to Ancestors: Racialized Hauntings and Reparative Promise in Psychoanalysis
  RLG420H1,Religion and Philosophy in the European Enlightenment
  RLG421H1,Freud and Adorno: The Psychoanalytic Study of Religion
  RLG422H1,Kant's Theory of Religion
  RLG425H1,Hermeneutics and Religion
  RLG426H1,Religion in the Public Sphere: Community-Engaged Learning
  RLG428H1,Religion and Economy
  RLG430H1,Advanced Topics in Judaism
  RLG431H1,Advanced Topics in Judaism
  RLG432Y1,Advanced Topics in Judaism
  RLG433H1,Maimonides and His Modern Interpreters
  RLG434H1,Modern Jewish Thought
  RLG435H1,The Thought of Leo Strauss
  RLG441H1,Words and Worship in Christian Cultures
  RLG443H1,Genealogies of Christianity
  RLG447H1,Magic and Miracle in Early Christianity
  RLG448H1,Pseudepigraphy in Ancient Mediterranean Religion
  RLG449H1,The Synoptic Problem
  RLG451H1,The Parables of Jesus
  RLG452H1,The Death of Jesus
  RLG453H1,Christianity and Judaism in Colonial Context
  RLG454H1,Social History of the Jesus Movement
  RLG455H1,Heresy and Deviance in Early Christianity
  RLG458H1,Advanced Topics in Islam
  RLG460H1,"Ramayana in Literature, Theology, and Political Imagination"
  RLG462H1,Newar Religion
  RLG463H1,Tibetan Buddhism
  RLG465H1,Readings in Buddhist Texts
  RLG466H1,Sravakayana and Theravada Text
  RLG467H1,Reading Mahayana Texts
  RLG468H1,Special Topics in Buddhism
  RLG469Y1,Readings in Tibetan
  RLG470H1,Buddhist Tantra
  RLG471H1,Special Topics in Hinduism
  RLG474H1,Sanskrit Readings (1)
  RLG478H1,Burmese Religions
  RLG479H1,Burmese Buddhist Literature
  RLG481H1,Islamic Intellectual Tradition 
  RLG490Y1,Independent Research
  RLG492H1,Independent Research
  RLG493H1,Independent Research
  RSM100H1,Introduction to Management
  RSM210H1,Special Topics in Management
  RSM211H1,Special Topics in Management
  RSM212H1,Special Topics in Management
  RSM213H1,Special Topics in Management
  RSM219H1,Introduction to Financial Accounting
  RSM220H1,Intermediate Financial Accounting I
  RSM221H1,Intermediate Financial Accounting II
  RSM222H1,Management Accounting I
  RSM225H1,Legal Environment of Business I
  RSM230H1,Financial Markets
  RSM250H1,Principles of Marketing
  RSM260H1,Organizational Behaviour
  RSM270H1,Operations Management
  RSM295Y0,Special Topics
  RSM296Y0,Special Topics
  RSM297Y0,Special Topics
  RSM301H1,Independent Study
  RSM302H1,Independent Study
  RSM303Y1,Independent Study
  RSM304Y1,Independent Study
  RSM310H1,Special Topics in Management
  RSM311H1,Special Topics in Management
  RSM312H1,Special Topics in Management
  RSM313H1,Special Topics in Management
  RSM314H1,Special Topics in Management
  RSM315H1,Special Topics in Management
  RSM316H1,Special Topics in Management
  RSM317H1,Special Topics in Management
  RSM318H1,Special Topics in Management
  RSM319H1,Special Topics in Management
  RSM320H1,Intermediate Financial Accounting III
  RSM321H1,Advanced Financial Accounting Topics
  RSM323H1,Auditing I
  RSM324H1,Canadian Income Taxation I
  RSM325H1,Legal Environment of Business II
  RSM326H1,Data Analytics with Financial Accounting Information
  RSM327H1,Business Information Systems
  RSM328H1,Financial Distress and Insolvency
  RSM329H1,Accounting for Finance Professionals
  RSM332H1,Capital Market Theory
  RSM333H1,Introduction to Corporate Finance
  RSM336H1,Investments
  RSM338H1,Applications of Machine Learning in Finance
  RSM340H1,The Opposable Mind: Approaches to Integrative Thinking
  RSM341H1,Model-Based Decision Making
  RSM350H1,Marketing Management
  RSM352H1,Marketing Research
  RSM353H1,Consumer Behaviour
  RSM355H1,Managing Customer Value
  RSM358H1,Foundations of AI for Management
  RSM361H1,Human Resource Management
  RSM362H1,Leading Across Differences
  RSM370H1,Supply Chain Management
  RSM384H1,Sports Analytics
  RSM391H1,Creative Destruction Lab – Introductory Course
  RSM392H1,Strategic Management
  RSM393H1,Strategic Case Analysis
  RSM394H1,Social Entrepreneurship
  RSM395Y0,Special Topics
  RSM396Y0,Special Topics
  RSM397Y0,Special Topics
  RSM401H1,Independent Study Course
  RSM402H1,Independent Study Course
  RSM403Y1,Independent Study Course
  RSM404Y1,Independent Study Course
  RSM405H1,The CEO's Toolkit
  RSM410H1,Special Topics in Management
  RSM411H1,Special Topics in Management
  RSM412H1,Special Topics in Management
  RSM413H1,Special Topics in Management
  RSM414H1,Special Topics in Management
  RSM415H1,Special Topics in Management
  RSM416H1,Special Topics in Management
  RSM417H1,Special Topics in Management
  RSM418H1,Special Topics in Management
  RSM419H1,Special Topics in Management
  RSM420H1,Advanced IT Audit and Data Analytics
  RSM422H1,Management Control
  RSM424H1,Canadian Income Taxation II
  RSM425H1,Financial Reporting and Control: Theory and Contemporary Topics
  RSM426H1,"Critical Thinking, Analysis and Decision Making"
  RSM428H1,Analysis of Banking Financial Institutions and Instruments
  RSM429H1,Financial Statement Analysis and Valuation
  RSM430H1,Fixed Income Securities
  RSM432H1,Risk Management for Financial Managers
  RSM433H1,Advanced Corporate Finance
  RSM434H1,Financial Trading Strategies
  RSM435H1,Futures and Options Markets
  RSM437H1,International Finance
  RSM438H1,Investing for Impact
  RSM439H1,Private Equity and Entrepreneurial Finance
  RSM450H1,Marketing and Behavioural Economics
  RSM452H1,Creativity and Business Innovation
  RSM454H1,Sales and Distribution Strategy
  RSM455H1,Pricing
  RSM456H1,Big Data and Marketing Analytics
  RSM457H1,Strategic Marketing Communication
  RSM458H1,Branding Strategy
  RSM459H1,Business Design
  RSM461H1,Managerial Negotiations
  RSM462H1,Managing People in the Context of Globalization
  RSM463H1,The Socially Intelligent Manager
  RSM464H1,Organization Theory and Its Applications
  RSM465H1,Understanding Motivation and Incentives: Theory and Practice
  RSM466H1,Environmental and Social Responsibility
  RSM470H1,Management Science Modeling with Spreadsheets
  RSM480H1,Business in a Global Economy
  RSM481H1,Outsourcing and the Organization of Firms
  RSM482H1,Game Theory for Business Strategy
  RSM483H1,Real Estate Markets
  RSM484H1,Real Estate Finance and Investment
  RSM490H1,International Strategy
  RSM491H1,Global Capital Market Strategy
  RSM492H1,Cooperative Strategy
  RSM493H1,Entrepreneurship
  RSM494H1,Technology Strategy
  RSM495H1,Management Consulting
  RSM496H1,Catastrophic Failure in Organizations
  RSM498Y1,Special Topics in Management: Creative Destruction Lab
  SAS114H1,Introduction to South Asian Studies
  SAS318H1,Colonialism and Tradition
  SAS390H1,Special Topics in South Asian Studies
  SDS199H1,Sexuality at the Intersections
  SDS255H1,Histories of Sexuality
  SDS256H1,Methods in Sexual Diversity Studies
  SDS279H1,Queer Popular Culture
  SDS345H1,"Sex and the Epidemic: Social Work, HIV, and Human Sexuality"
  SDS346H1,Feminist and Queer Approaches to Technology
  SDS354H1,Theories of Sexuality I: Western Trajectories
  SDS355H1,Theories of Sexuality
  SDS365H1,Sexuality and Law
  SDS375H1,Special Topics in Sexual Diversity Studies A
  SDS376H1,Special Topics in Sexual Diversity Studies B
  SDS377H1,Lesbian Studies: Identity/Theory/Culture
  SDS378H1,Queer Youth Studies in Education
  SDS380H1,Sexual Diversity in Transnational Perspective
  SDS381H1,Intro to Trans Studies
  SDS382H1,Intro to Queer of Colour Critique
  SDS385H1,Queer Indigenous Politics and Cultures
  SDS425H1,Sexuality & Health
  SDS455H1,Special Topics in Sexual Diversity Studies
  SDS458H1,Research Essay in Sexual Diversity
  SDS459Y1,Honours Essay in Sexual Diversity
  SDS460Y1,Advanced Research in Sexual Diversity Studies
  SDS465H1,Queer Migrations and Refugee Politics
  SDS470H1,Sexual Representations: Critical Approaches in Porn Studies
  SDS475H1,The New Queer Visibility
  SDS478H1,Queer Musics
  SDS485H1,Advanced Seminar in Queer Studies
  SDS490Y1,Engaging Our Communities
  SLA100H1,Elementary Russian I
  SLA101H1,Elementary Russian II
  SLA103H1,Slavic Civilizations
  SLA104H1,Cities of the Mediterranean
  SLA105Y1,Elementary Czech
  SLA106H1,Polish for Beginners I
  SLA107Y1,"Elementary Bosnian, Croatian, and Serbian"
  SLA108Y1,Elementary Ukrainian
  SLA109Y1,Elementary Macedonian
  SLA116H1,Polish for Beginners II
  SLA121H1,Russian Cultural History in Twelve Images
  SLA190H1,Losing It
  SLA191H1,The Criminal Mind
  SLA192H1,On the Road in Eastern Europe
  SLA193H1,Objects of War
  SLA194H1,Utopia Interrupted: Late and Post-Soviet Russian Literature
  SLA195H1,Literature and Painting in Russia and the West
  SLA196H1,Russia at War
  SLA197H1,The Imaginary Jew
  SLA198H1,The Slavic Grecian Formula: From Ancient Rhapsode to Modern Slav Song
  SLA199H1,"Invisible Kingdom, Imaginary Space"
  SLA200H1,Culture and Politics in Europe
  SLA202H1,Jewish Communities in Slavic Countries
  SLA203H1,Faking It
  SLA204Y1,Intermediate Czech
  SLA206H1,Intermediate Polish I
  SLA207H1,Intermediate Polish II
  SLA208Y1,Intermediate Ukrainian
  SLA209H1,Intermediate Macedonian
  SLA210H1,Russian for Heritage Speakers
  SLA211H0,Russian in Action
  SLA212H1,The Russian Novel
  SLA213H1,Reading Macedonia: A Cultural Exploration
  SLA214H1,Slavic Languages through Creative Writing
  SLA215H1,Czech and Slovak Cultures
  SLA216H1,Introduction to Polish Culture
  SLA217H1,Cultural History of the South Slavs
  SLA218H1,Ukrainian Literature and Culture
  SLA220Y1,Intermediate Russian
  SLA221H1,Speak Like a Russian
  SLA222H1,Forging Identities: The Roms of Central and Eastern Europe
  SLA224H1,Russian-Jewish Writing
  SLA225H1,Czech and Slovak Cinema
  SLA226H1,Film and Ethics: Polish Cinema
  SLA227H1,South Slavic Literature
  SLA228H1,20th Century Ukrainian Fiction in Translation
  SLA229H1,Writing with Images: Eastern and Central European History Through the Graphic Novel
  SLA234H1,Russian and Soviet Cinema
  SLA235H1,After Communism: Literature and Art Post-1989
  SLA236H1,Polish Culture in 10 Images
  SLA238H1,Literature of the Ukrainian-Canadian Experience
  SLA245H1,The Golden Age of Russian Literature
  SLA247H1,Cinema of the Balkans
  SLA248H1,Women and Women's Themes in Ukrainian Literature
  SLA252H1,Russian Short Fiction
  SLA253H1,Origins of Russia and Ukraine
  SLA254H1,"Stone Books to Sky Books: The Book as Institution, Commerce and Art"
  SLA256H1,Firebirds and Other Wonders: The World of Slavic Folklore
  SLA257H1,"Intermediate Bosnian, Croatian, and Serbian I"
  SLA260H1,Constructing Space: A History of Russian Art and Architecture
  SLA263H1,Studies in Russian-French Cultural History
  SLA266H1,War and Culture
  SLA268H1,Cossacks!
  SLA277H1,"Intermediate Bosnian, Croatian, and Serbian II"
  SLA280H1,Introduction to Russian Asia: From Central Asia to Siberia
  SLA286H1,Russian and East European Science Fiction
  SLA300H1,Russian Literature in the Age of Empire
  SLA302H1,The Imaginary Jew
  SLA303H1,Literary Imagination and Jewish Identity in Modern Europe
  SLA306H1,Conversations-Inspirations: Everyday Polish
  SLA308Y1,Advanced Ukrainian
  SLA310H1,Russian Literature Between Tradition and Modernity
  SLA311H1,Gogol
  SLA312H1,Nabokov
  SLA314H1,Dostoevsky
  SLA317H1,Tolstoy
  SLA318H1,City of Saints and Sinners: Kyiv through the Centuries
  SLA320Y1,Advanced Russian
  SLA321H1,Conversational Russian
  SLA322H1,News from Russia
  SLA323H1,The Mysteries of Russian Revealed
  SLA328H1,The Culture of Contemporary Ukraine
  SLA330H1,Old Church Slavonic
  SLA331H1,Modernism and Visual Arts
  SLA333H1,Animated Film in Europe
  SLA334H1,Film Genre in Russia
  SLA335H1,Lifting the Iron Curtain: Czech Culture between 1960 and 1989
  SLA336H1,Let's Talk! Advanced Polish
  SLA337H1,"Advanced Bosnian, Croatian, and Serbian"
  SLA338H1,Ivan Franko
  SLA342H1,Theatricality and Spectacle in the History of Russian Culture: From Jesters to Meyerhold
  SLA343H1,Studies in Late Soviet Culture
  SLA345H1,Russian Modernism
  SLA346H1,Communism and Culture
  SLA347H1,The Balkan Geographic Imaginary 
  SLA356H1,What's New? Polish Culture Today
  SLA357H1,Literature of Exile and Immigration
  SLA358H1,Breaking Away from Empire: Ukrainian Fiction Since Independence
  SLA367H1,Chekhov
  SLA380H1,"Language, Politics, Identity"
  SLA400H1,Studies in Medieval Russian Literature
  SLA404H1,Russia Across Centuries I
  SLA405H1,On the Waves of the Avant-garde and Beyond: Czech Literature of the 20th Century
  SLA406H1,"Transgressions: Drama, Theatre, Performance"
  SLA410H1,Russian for Heritage Speakers II
  SLA412H1,History of Russian
  SLA413H1,Pushkin
  SLA414H1,Russia Across Centuries II
  SLA415H1,Studies in Russian Literature of the 18th Century
  SLA420Y1,Studies in Russian Syntax and Stylistics
  SLA421H1,Introduction to Russian Poetry and Poetics
  SLA422H1,Nineteenth-Century Russian Poetry
  SLA423H1,War and Peace
  SLA425H1,"The World Revealed: Cinema, Authenticity, and Theory"
  SLA426H1,Polish for the 21st Century
  SLA427H1,Polish Culture for the Curious
  SLA428Y1,The Ukrainian Novel
  SLA429H1,Shevchenko
  SLA430H1,Advanced Russian Writing Skills
  SLA433H1,Anna Karenina
  SLA434H1,Dostoevsky in Literary Theory and Criticism
  SLA436H1,"Rebels, Scoffers, and Jesters: Polish Culture from Different Perspectives"
  SLA449H1,Russian Thinkers
  SLA463H1,Themes in Russian Realism
  SLA492H1,"Race, Empire, Gender in Eastern Europe and Russia"
  SLA498Y1,Independent Studies
  SLA499H1,Independent Studies
  SMC155H1,SMC One: The McLuhan Seminar in Creativity and Technology
  SMC165H1,SMC One: The Boyle Seminar in Scripts and Stories
  SMC185H1,"SMC One: Seminar in Christianity, Truth and Reconciliation"
  SMC188H1,SMC One: The Gilson Seminar in Faith and Ideas
  SMC189H1,SMC One: The Gilson Seminar in Faith and Rome
  SMC194H1,"Christianity, Truth and Reconciliation"
  SMC195H1,God and Money in the Middle Ages
  SMC196H1,God and the Poets: Lyric Form in the Christian Tradition 
  SMC197H1,"The Sistine Chapel: History, Imagery, Usage"
  SMC198H1,How to Study Video Games
  SMC199H1,"Intelligence, Artificial and Human"
  SMC299Y1,Research Opportunity Program
  SMC380H1,St. Michael's College Independent Studies
  SMC381Y1,St. Michael's College Independent Studies
  SMC385H1,Multicultural Toronto by the Numbers
  SMC399Y1,Research Opportunity Program
  SMC457H1,Directed Research
  SMC480H1,St. Michael's College Independent Studies
  SMC481Y1,St. Michael's College Independent Studies
  SOC100H1,Introduction to Sociology I: Sociological Perspectives
  SOC150H1,Introduction to Sociology II: Sociological Inquiries
  SOC196H1,Global Cities and Urban Refugees: Connecting South and North
  SOC197H1,"Future “Agents” & Social Relations: Considering Sociology in a World of Robots, Cyborgs, Bioengineered Agents & Tools"
  SOC198H1,The Social Networks of Students
  SOC199Y1,How We Use Time in Everyday Life
  SOC201H1,Classical Sociological Theory 
  SOC202H1,Introduction to Quantitative Methods in Sociology
  SOC204H1,Introduction to Qualitative Methods in Sociology 
  SOC205H1,Urban Sociology
  SOC207H1,Sociology of Work & Occupations
  SOC208H1,Introduction to Social Policy
  SOC209H1,Sexuality and Modernity
  SOC210H1,Sociology of Race and Ethnicity
  SOC212H1,Sociology of Crime & Deviance
  SOC213H1,Sociological Social Psychology
  SOC214H1,Sociology of the Family
  SOC218H1,Asian Communities in Canada
  SOC220H1,Social Stratification
  SOC230H1,Sociology of Education
  SOC240H1,Sociology of Law
  SOC243H1,Sociology of Health and Illness
  SOC246H1,Sociology of Aging
  SOC249H1,Sociology of Migration
  SOC250Y1,Sociology of Religion
  SOC251H1,Contemporary Sociological Theory
  SOC252H1,Intermediate Quantitative Methods in Sociology 
  SOC254H1,Intermediate Qualitative Methods in Sociology
  SOC256H1,Lives and Societies
  SOC260H1,Introduction to Political Sociology
  SOC265H1,Gender and Society
  SOC270H1,Introduction to Social Networks
  SOC280H1,Sociology of Culture
  SOC282H1,Introduction to Social Problems
  SOC293H1,New Topics in Sociology
  SOC294H1,New Topics in Sociology
  SOC295H1,New Topics in Sociology
  SOC296H1,New Topics in Sociology
  SOC297H1,New Topics in Sociology
  SOC298H1,New Topics in Sociology
  SOC299Y1,Research Opportunity Program
  SOC303H1,Family Demography
  SOC304H1,Status and Class Mobility
  SOC305H1,Sociology of Professions
  SOC306H1,Economic Sociology
  SOC308H1,Global Inequality
  SOC309H1,HIV and AIDS: Social Policies and Programs
  SOC310H1,Sociology of Atrocities
  SOC311H1,Immigration and Race Relations in Canada
  SOC312H1,Population and Society
  SOC313H1,Social Control
  SOC315H1,Domestic Violence
  SOC316H1,Sociology of Health Care
  SOC318H1,Theories of Stratification
  SOC319H1,Immigration and Employment
  SOC320H1,Family Demography
  SOC321H1,Status and Class Mobility
  SOC322H1,Sociology of Professions
  SOC323H1,Economic Sociology
  SOC324H1,HIV and AIDS: Social Policies and Programs
  SOC325H1,Population and Society
  SOC326H1,Social Control
  SOC328H1,Domestic Violence
  SOC329H1,Social Movements
  SOC330H1,Sociology of Atrocities
  SOC331H1,Sociology of Technology
  SOC332H1,Lives in Canada
  SOC333H1,Quality of Institutions and Lives
  SOC334H1,Sociology of Mental Health and Mental Disorders
  SOC335H1,Urban Health
  SOC336H1,Transnational Asia
  SOC337H1,Gender Relations
  SOC338H1,Sociology of Women and Work
  SOC339H1,"Race, Class, and Gender"
  SOC340H1,Comparative Political Sociology
  SOC341H1,Sociology of Scandals
  SOC342H1,The Sociology of Women and International Migration
  SOC343H1,Neighbourhoods & Communities in Canada
  SOC344H1,Sociology of Everyday Life 
  SOC345H1,Global Inequality
  SOC346H1,Sociology of Health Care
  SOC347H1,Immigration and Race Relations in Canada
  SOC348H1,Culture and Inequality
  SOC349H1,Deconstructing 'Muslim American',"Race, Nationalism, and Religion"
  SOC350H1,New Topics in Sociology
  SOC351H1,New Topics in Sociology
  SOC352H1,New Topics in Sociology
  SOC353H1,New Topics in Sociology
  SOC354H1,New Topics in Sociology
  SOC356H1,Sociology of Technology
  SOC357H1,Lives in Canada 
  SOC360H1,Social Movements
  SOC361H1,Theories of Stratification
  SOC362H1,Quality of Institutions and Lives
  SOC363H1,Sociology of Mental Health and Mental Disorders
  SOC364H1,Urban Health
  SOC365H1,Gender Relations
  SOC366H1,Sociology of Women and Work
  SOC367H1,"Race, Class, and Gender"
  SOC370H1,Immigration and Employment
  SOC371H1,Comparative Political Sociology
  SOC372H1,Transnational Asia
  SOC373H1,Deconstructing 'Muslim American',"Race, Nationalism, and Religion"
  SOC381H1,Culture and Inequality
  SOC383H1,The Sociology of Women and International Migration
  SOC384H1,Neighbourhoods & Communities in Canada
  SOC386H1,New Topics in Sociology
  SOC387H1,New Topics in Sociology
  SOC388H1,Sociology of Everyday Life
  SOC389H1,Sociology of Scandals
  SOC390Y1,Independent Research
  SOC391H1,Independent Research
  SOC392H1,Independent Research
  SOC393H1,New Topics in Sociology
  SOC393Y0,Selected Topics in Sociological Research
  SOC394H1,New Topics in Sociology
  SOC395H1,New Topics in Sociology
  SOC396H1,New Topics in Sociology
  SOC397H1,New Topics in Sociology
  SOC398H0,Research Excursions
  SOC398Y0,Research Excursions
  SOC399Y1,Research Opportunity Program
  SOC408H1,Advanced Studies in Organizations
  SOC409H1,Sexuality and Research Design
  SOC412H1,Medicalization of Deviance
  SOC413H1,Sociology of Punishment
  SOC422H1,Advanced Studies in Political Sociology
  SOC427H1,Families and Health
  SOC448H1,Sociology & Emotions
  SOC455H1,Researching from a Social Network Perspective
  SOC460H1,Global Inequalities and Contentious Politics
  SOC463H1,Mental Health and Education
  SOC465H1,Advanced Studies in Gender
  SOC478H1,Social Context of Public Policy
  SOC479H1,Advanced Studies in Social Movements
  SOC481H1,Culture and Social Networks
  SOC483H1,Culture and Cognition
  SOC484H1,Children of Immigrants
  SOC485H1,New Topics in Sociology
  SOC486H1,Advanced Topics in Urban Sociology
  SOC488H1,Mental Health over the Life Course
  SOC489H1,New Topics in Sociology
  SOC490Y1,Independent Research
  SOC491H1,Independent Research
  SOC492H1,Independent Research
  SOC493H1,New Topics in Sociology
  SOC494H1,New Topics in Sociology
  SOC495H1,New Topics in Sociology
  SOC496H1,New Topics in Sociology
  SOC497H1,New Topics in Sociology
  SOC498H1,New Topics in Sociology
  SOC499H1,New Topics in Sociology
  SPA100Y1,Spanish for Beginners
  SPA120Y1,Accelerated Spanish Through Community Engaged Learning
  SPA195H1,Barcelona
  SPA196H1,Class and Work in the Americas
  SPA197H1,Cervantes and Imperial Spain
  SPA198H1,A Brief History of Love in the Western World
  SPA199H1,More than Nachos and Tequila: Mexican History and Culture
  SPA219Y1,Academic Spanish
  SPA220Y1,Intermediate Spanish
  SPA221H1,Spanish Pronunciation
  SPA254H1,Cervantes and Modern Fiction
  SPA255Y0,Introduction to the Hispanic World
  SPA258H1,Introduction to Hispanic Literary Studies
  SPA259H1,Introduction to Hispanic Cultural Studies
  SPA299Y1,Research Opportunity Program
  SPA320Y1,Advanced Spanish
  SPA322H1,Introduction to Hispanic Linguistics
  SPA323H1,Business Spanish
  SPA324H1,Spanish Bilingualism
  SPA326H1,Latin American Varieties of Spanish Through the Media
  SPA327H1,Catalan
  SPA341H1,Modernist Movements in Spain
  SPA345H1,Spanish Cinema
  SPA348H1,Galdos and the Realist Novel
  SPA352H1,Court and Country in Early Modern Spain
  SPA354H1,Parody and Comedy in Early Modern Spanish Literature
  SPA368H1,Spanish and the Empire: Migration in Language and Literature
  SPA375H1,Latin American Cinema
  SPA381H1,"Nation, Identity and Modernity in Spanish-America"
  SPA382H1,"Spanish American Women in Art, Film, and Literature"
  SPA383H1,Disability and Embodiment in Spanish American Cultures
  SPA384H1,Avant-Garde Movements in Spanish America
  SPA385H1,Literature and Social Change in Spanish America
  SPA386H1,Literary Landscapes of the Mexican Revolution
  SPA387H1,Latin American Performative Expression
  SPA389H1,Central American Literature: Narratives of War
  SPA398H0,Research Excursions
  SPA398Y0,Research Excursions
  SPA399Y1,Research Opportunity Program
  SPA420H1,Advanced Grammar
  SPA421H1,The Structure of Spanish
  SPA422H1,Sociolinguistics of Spanish
  SPA423H1,Spanish Phonology
  SPA424H1,Experimental Approaches to Hispanic and Lusophone Linguistics
  SPA425H1,History of the Spanish Language
  SPA435H1,Fictions of Contemporary Spain
  SPA439H1,Topics in Spanish Studies
